CPU counts:  24
gradient ascent n=300, tries=300, d=5, alpha=[0.26675964 0.23859708 0.20663113 0.16871361 0.11929854]
 20.77576179 20.73921018 20.71470155] with error 0.0667
EYD tableau: [60, 56, 43, 41, 33, 25, 23, 13, 6] with error 0.1008
MLE tableau: [39.11288572 39.07842037 39.06313596 39.01763055 38.95152358 38.94673029
 38.91470155 17.77576179  9.13921018] with error 0.0834
EYD tableau: [60, 54, 45, 37, 35, 22, 20, 15, 12] with error 0.0919
MLE tableau: [41.21763055 41.15152358 41.14673029 41.11288572 41.06313596 23.67842037
 23.57576179 23.53921018 23.51470155] with error 0.0631
EYD tableau: [57, 54, 44, 42, 30, 22, 21, 17, 13] with error 0.0908
MLE tableau: [38.71288572 38.66313596 38.61763055 38.55152358 38.54673029 26.77576179
 26.73921018 26.71470155 26.67842037] with error 0.0672
EYD tableau: [61, 55, 48, 35, 31, 26, 20, 15, 9] with error 0.1077
MLE tableau: [43.46313596 43.41763055 43.35152358 43.31288572 27.51470155 27.47842037
 27.37576179 27.34673029 16.73921018] with error 0.0484
EYD tableau: [59, 54, 44, 38, 31, 30, 22, 12, 10] with error 0.0844
MLE tableau: [38.35152358 38.34673029 38.31470155 38.31288572 38.27842037 38.26313596
 38.21763055 15.97576179 15.93921018] with error 0.0756
EYD tableau: [65, 50, 45, 38, 35, 23, 19, 15, 10] with error 0.0952
MLE tableau: [42.46313596 42.41763055 42.35152358 42.34673029 42.31288572 22.11470155
 22.07842037 21.97576179 21.93921018] with error 0.065
EYD tableau: [73, 53, 47, 37, 29, 24, 20, 13, 4] with error 0.1377
MLE tableau: [65.21763055 40.15152358 40.11288572 40.06313596 27.31470155 27.27842037
 27.17576179 27.14673029  5.53921018] with error 0.0868
EYD tableau: [66, 51, 43, 41, 32, 25, 20, 14, 8] with error 0.1042
MLE tableau: [54.01763055 35.51470155 35.51288572 35.47842037 35.46313596 35.35152358
 35.34673029 19.17576179 14.13921018] with error 0.0694
EYD tableau: [72, 63, 43, 35, 29, 23, 16, 10, 9] with error 0.1544
MLE tableau: [62.41763055 62.35152358 31.46313596 31.34673029 31.31288572 31.27842037
 16.71470155 16.57576179 16.53921018] with error 0.118
EYD tableau: [63, 52, 48, 41, 34, 28, 19, 8, 7] with error 0.1142
MLE tableau: [40.14673029 40.11470155 40.11288572 40.07842037 40.06313596 40.01763055
 39.95152358  9.77576179  9.73921018] with error 0.0977
EYD tableau: [61, 52, 42, 34, 31, 27, 25, 20, 8] with error 0.0777
MLE tableau: [36.11288572 36.07842037 36.06313596 36.01763055 35.97576179 35.95152358
 35.94673029 35.91470155 11.93921018] with error 0.0969
EYD tableau: [65, 51, 47, 39, 34, 26, 18, 14, 6] with error 0.1075
MLE tableau: [41.34673029 41.31288572 41.27842037 41.26313596 41.21763055 41.15152358
 21.71470155 21.57576179  9.13921018] with error 0.0664
EYD tableau: [63, 53, 42, 37, 32, 25, 22, 17, 9] with error 0.0877
MLE tableau: [44.75152358 44.61763055 32.67842037 32.66313596 32.57576179 32.54673029
 32.51470155 32.51288572 15.13921018] with error 0.0609
EYD tableau: [76, 50, 39, 35, 33, 23, 20, 14, 10] with error 0.1181
MLE tableau: [70.41763055 29.71470155 29.71288572 29.67842037 29.66313596 29.57576179
 29.55152358 29.54673029 22.13921018] with error 0.1354
EYD tableau: [65, 51, 44, 39, 30, 24, 20, 17, 10] with error 0.0975
MLE tableau: [52.01763055 39.15152358 39.11288572 39.06313596 26.17576179 26.14673029
 26.13921018 26.11470155 26.07842037] with error 0.0703
EYD tableau: [66, 53, 44, 37, 30, 27, 20, 12, 11] with error 0.1044
MLE tableau: [54.01763055 42.55152358 33.31470155 33.31288572 33.27842037 33.26313596
 33.14673029 18.57576179 18.53921018] with error 0.0627
EYD tableau: [61, 56, 44, 37, 31, 26, 18, 17, 10] with error 0.0977
MLE tableau: [43.06313596 43.01763055 42.95152358 42.91288572 25.71470155 25.67842037
 25.57576179 25.54673029 25.53921018] with error 0.0675
EYD tableau: [63, 52, 46, 40, 30, 23, 17, 16, 13] with error 0.1042
MLE tableau: [44.31288572 44.26313596 44.21763055 44.15152358 24.71470155 24.67842037
 24.57576179 24.54673029 24.53921018] with error 0.0703
EYD tableau: [63, 55, 43, 39, 33, 27, 21, 12, 7] with error 0.1008
MLE tableau: [39.26313596 39.21763055 39.15152358 39.14673029 39.11470155 39.11288572
 39.07842037 12.97576179 12.93921018] with error 0.0855
EYD tableau: [64, 47, 44, 39, 33, 31, 21, 15, 6] with error 0.0808
MLE tableau: [36.54673029 36.51470155 36.51288572 36.47842037 36.46313596 36.41763055
 36.37576179 36.35152358  8.33921018] with error 0.103
EYD tableau: [68, 51, 42, 35, 33, 25, 19, 16, 11] with error 0.0977
MLE tableau: [60.01763055 31.35152358 31.34673029 31.31288572 31.27842037 31.26313596
 27.91470155 27.77576179 27.73921018] with error 0.1086
EYD tableau: [59, 54, 46, 36, 30, 25, 21, 16, 13] with error 0.0911
MLE tableau: [40.35152358 40.31288572 40.26313596 40.21763055 27.87842037 27.77576179
 27.74673029 27.73921018 27.71470155] with error 0.0698
EYD tableau: [58, 53, 47, 35, 31, 28, 23, 18, 7] with error 0.0877
MLE tableau: [36.31470155 36.31288572 36.27842037 36.26313596 36.21763055 36.17576179
 36.15152358 36.14673029 10.13921018] with error 0.0999
EYD tableau: [67, 54, 43, 40, 32, 26, 19, 14, 5] with error 0.1142
MLE tableau: [55.01763055 37.67842037 37.66313596 37.55152358 37.54673029 37.51288572
 24.97576179 24.91470155  7.13921018] with error 0.0686
EYD tableau: [59, 55, 41, 37, 35, 27, 19, 16, 11] with error 0.0789
MLE tableau: [38.15152358 38.14673029 38.11288572 38.07842037 38.06313596 38.01763055
 23.91470155 23.77576179 23.73921018] with error 0.0676
EYD tableau: [67, 57, 47, 40, 26, 25, 18, 13, 7] with error 0.1375
MLE tableau: [49.01763055 48.95152358 48.91288572 48.86313596 22.67842037 22.57576179
 22.54673029 22.51470155 13.93921018] with error 0.0885
EYD tableau: [73, 56, 45, 34, 31, 24, 19, 10, 8] with error 0.1411
MLE tableau: [64.01763055 50.75152358 31.91288572 31.87842037 31.86313596 31.74673029
 31.71470155 13.13921018 12.97576179] with error 0.0989
EYD tableau: [66, 51, 49, 38, 31, 23, 16, 14, 12] with error 0.1144
MLE tableau: [43.51288572 43.46313596 43.41763055 43.35152358 43.34673029 20.77576179
 20.73921018 20.71470155 20.67842037] with error 0.0711
EYD tableau: [56, 52, 47, 39, 34, 27, 21, 14, 10] with error 0.0808
MLE tableau: [37.66313596 37.61763055 37.55152358 37.54673029 37.51470155 37.51288572
 37.47842037 18.57576179 18.53921018] with error 0.0759
EYD tableau: [59, 54, 46, 37, 32, 28, 22, 16, 6] with error 0.0911
MLE tableau: [36.54673029 36.51470155 36.51288572 36.47842037 36.46313596 36.41763055
 36.37576179 36.35152358  8.33921018] with error 0.103
EYD tableau: [64, 50, 48, 40, 29, 24, 23, 15, 7] with error 0.1075
MLE tableau: [42.81763055 42.75152358 42.71288572 42.66313596 29.71470155 29.67842037
 29.57576179 29.54673029 10.53921018] with error 0.0548
EYD tableau: [65, 53, 43, 39, 36, 25, 22, 11, 6] with error 0.105
MLE tableau: [39.71470155 39.71288572 39.67842037 39.66313596 39.61763055 39.55152358
 39.54673029 11.33921018 11.17576179] with error 0.0919
EYD tableau: [62, 53, 44, 41, 29, 28, 20, 14, 9] with error 0.1008
MLE tableau: [39.47842037 39.46313596 39.41763055 39.35152358 39.34673029 39.31288572
 28.71470155 17.53921018 17.37576179] with error 0.0592
EYD tableau: [62, 52, 43, 40, 33, 24, 21, 15, 10] with error 0.0908
MLE tableau: [39.06313596 39.01763055 38.95152358 38.94673029 38.91288572 38.87842037
 22.13921018 22.11470155 21.97576179] with error 0.0648
EYD tableau: [62, 53, 45, 36, 33, 25, 19, 16, 11] with error 0.0944
MLE tableau: [40.54673029 40.51288572 40.46313596 40.41763055 40.35152358 24.51470155
 24.47842037 24.37576179 24.33921018] with error 0.0639
EYD tableau: [54, 48, 45, 42, 31, 27, 24, 20, 9] with error 0.0642
MLE tableau: [35.77576179 35.75152358 35.74673029 35.71470155 35.71288572 35.67842037
 35.66313596 35.61763055 14.33921018] with error 0.0932
EYD tableau: [66, 56, 44, 39, 36, 27, 18, 10, 4] with error 0.1217
MLE tableau: [42.94673029 42.91288572 42.87842037 42.86313596 42.81763055 42.75152358
 23.71470155 12.77576179  6.33921018] with error 0.0877
EYD tableau: [61, 52, 45, 39, 32, 24, 20, 15, 12] with error 0.0908
MLE tableau: [40.34673029 40.31288572 40.26313596 40.21763055 40.15152358 24.73921018
 24.71470155 24.67842037 24.57576179] with error 0.0643
EYD tableau: [67, 52, 42, 36, 31, 26, 19, 16, 11] with error 0.0977
MLE tableau: [57.61763055 40.95152358 28.87842037 28.86313596 28.77576179 28.74673029
 28.73921018 28.71470155 28.71288572] with error 0.1091
EYD tableau: [64, 59, 41, 33, 30, 28, 20, 16, 9] with error 0.1081
MLE tableau: [54.55152358 54.41763055 27.34673029 27.33921018 27.31470155 27.31288572
 27.27842037 27.26313596 27.17576179] with error 0.119
EYD tableau: [61, 59, 46, 38, 31, 28, 16, 14, 7] with error 0.1144
MLE tableau: [42.07842037 42.06313596 42.01763055 41.95152358 41.94673029 41.91288572
 16.11470155 15.97576179 15.93921018] with error 0.0774
EYD tableau: [63, 51, 43, 39, 34, 25, 18, 17, 10] with error 0.0875
MLE tableau: [39.11288572 39.07842037 39.06313596 39.01763055 38.95152358 38.94673029
 21.97576179 21.93921018 21.91470155] with error 0.0647
EYD tableau: [66, 53, 46, 43, 27, 24, 18, 16, 7] with error 0.1275
MLE tableau: [47.46313596 47.41763055 47.35152358 47.31288572 24.57576179 24.54673029
 24.51470155 24.47842037 12.33921018] with error 0.0743
EYD tableau: [62, 51, 47, 34, 32, 28, 18, 17, 11] with error 0.0944
MLE tableau: [41.35152358 41.31288572 41.26313596 41.21763055 27.07842037 26.97576179
 26.94673029 26.93921018 26.91470155] with error 0.0656
EYD tableau: [64, 50, 48, 47, 28, 24, 17, 13, 9] with error 0.1308
MLE tableau: [48.35152358 48.31288572 48.26313596 48.21763055 21.47842037 21.37576179
 21.34673029 21.33921018 21.31470155] with error 0.0973
EYD tableau: [72, 51, 44, 38, 31, 22, 20, 14, 8] with error 0.1177
MLE tableau: [64.61763055 36.35152358 36.34673029 36.31288572 36.26313596 25.31470155
 25.27842037 25.17576179 14.33921018] with error 0.0757
EYD tableau: [56, 49, 41, 37, 34, 28, 24, 18, 13] with error 0.0481
MLE tableau: [33.41763055 33.37576179 33.35152358 33.34673029 33.33921018 33.31470155
 33.31288572 33.27842037 33.26313596] with error 0.1255
EYD tableau: [69, 53, 46, 35, 32, 24, 16, 14, 11] with error 0.1211
MLE tableau: [59.41763055 38.75152358 38.74673029 38.71288572 38.66313596 21.51470155
 21.47842037 21.37576179 21.33921018] with error 0.0772
EYD tableau: [60, 53, 41, 39, 33, 29, 20, 16, 9] with error 0.0779
MLE tableau: [35.77576179 35.75152358 35.74673029 35.71470155 35.71288572 35.67842037
 35.66313596 35.61763055 14.33921018] with error 0.0932
EYD tableau: [64, 51, 45, 40, 34, 31, 17, 10, 8] with error 0.1008
MLE tableau: [42.66313596 42.61763055 42.55152358 42.54673029 42.51288572 42.47842037
 14.93921018 14.91470155 14.77576179] with error 0.0836
EYD tableau: [67, 55, 42, 36, 28, 25, 22, 15, 10] with error 0.1077
MLE tableau: [53.75152358 53.61763055 27.57576179 27.54673029 27.53921018 27.51470155
 27.51288572 27.47842037 27.46313596] with error 0.1161
EYD tableau: [67, 58, 38, 36, 31, 24, 19, 15, 12] with error 0.1148
MLE tableau: [56.15152358 56.01763055 26.91470155 26.91288572 26.87842037 26.86313596
 26.77576179 26.74673029 26.73921018] with error 0.1252
EYD tableau: [65, 52, 40, 36, 34, 26, 21, 15, 11] with error 0.0881
MLE tableau: [54.81763055 31.73921018 31.71470155 31.71288572 31.67842037 31.66313596
 31.55152358 31.54673029 23.57576179] with error 0.1034
EYD tableau: [63, 54, 43, 39, 35, 24, 21, 12, 9] with error 0.0984
MLE tableau: [39.51288572 39.46313596 39.41763055 39.35152358 39.34673029 39.31470155
 33.67842037 14.97576179 14.93921018] with error 0.0696
EYD tableau: [64, 53, 45, 41, 32, 28, 18, 11, 8] with error 0.1108
MLE tableau: [42.07842037 42.06313596 42.01763055 41.95152358 41.94673029 41.91288572
 16.11470155 15.97576179 15.93921018] with error 0.0774
EYD tableau: [66, 54, 44, 37, 34, 25, 18, 15, 7] with error 0.1077
MLE tableau: [52.41763055 39.31288572 39.26313596 39.15152358 39.14673029 31.07842037
 24.37576179 24.31470155 10.93921018] with error 0.0454
EYD tableau: [60, 53, 45, 39, 35, 27, 23, 14, 4] with error 0.0917
MLE tableau: [38.71288572 38.67842037 38.66313596 38.61763055 38.55152358 38.54673029
 38.51470155 24.37576179  5.33921018] with error 0.0861
EYD tableau: [62, 54, 48, 32, 31, 27, 19, 15, 12] with error 0.1077
MLE tableau: [47.21763055 47.15152358 47.11288572 26.51470155 26.47842037 26.46313596
 26.37576179 26.34673029 26.33921018] with error 0.0832
EYD tableau: [66, 59, 43, 34, 29, 24, 20, 15, 10] with error 0.1211
MLE tableau: [56.15152358 56.01763055 26.91470155 26.91288572 26.87842037 26.86313596
 26.77576179 26.74673029 26.73921018] with error 0.1252
EYD tableau: [65, 55, 47, 37, 32, 26, 18, 11, 9] with error 0.1177
MLE tableau: [43.81763055 43.75152358 43.71288572 39.66313596 39.54673029 39.47842037
 16.73921018 16.71470155 16.57576179] with error 0.0615
EYD tableau: [74, 57, 40, 35, 28, 28, 20, 12, 6] with error 0.1348
MLE tableau: [64.01763055 55.35152358 28.67842037 28.66313596 28.57576179 28.54673029
 28.51470155 28.51288572  9.13921018] with error 0.1231
EYD tableau: [60, 55, 44, 39, 32, 28, 19, 15, 8] with error 0.0942
MLE tableau: [39.71288572 39.67842037 39.66313596 39.61763055 39.55152358 39.54673029
 24.57576179 24.51470155 13.13921018] with error 0.0579
EYD tableau: [56, 54, 46, 37, 32, 28, 24, 16, 7] with error 0.0811
MLE tableau: [36.31470155 36.31288572 36.27842037 36.26313596 36.21763055 36.17576179
 36.15152358 36.14673029 10.13921018] with error 0.0999
EYD tableau: [58, 54, 44, 37, 34, 29, 22, 15, 7] with error 0.0811
MLE tableau: [36.31470155 36.31288572 36.27842037 36.26313596 36.21763055 36.17576179
 36.15152358 36.14673029 10.13921018] with error 0.0999
EYD tableau: [65, 53, 47, 38, 27, 25, 17, 17, 11] with error 0.1111
MLE tableau: [45.51288572 45.46313596 45.41763055 45.35152358 23.73921018 23.71470155
 23.67842037 23.57576179 23.54673029] with error 0.0757
EYD tableau: [67, 52, 41, 34, 30, 29, 21, 17, 9] with error 0.0948
MLE tableau: [57.81763055 32.37576179 32.35152358 32.34673029 32.31470155 32.31288572
 32.27842037 32.26313596 15.93921018] with error 0.095
EYD tableau: [59, 51, 46, 35, 31, 27, 22, 15, 14] with error 0.0811
MLE tableau: [36.11288572 36.06313596 36.01763055 35.95152358 31.27842037 31.17576179
 31.14673029 31.13921018 31.11470155] with error 0.0969
EYD tableau: [63, 53, 45, 38, 33, 27, 20, 13, 8] with error 0.0977
MLE tableau: [38.71288572 38.67842037 38.66313596 38.61763055 38.55152358 38.54673029
 38.51470155 14.93921018 14.77576179] with error 0.0781
EYD tableau: [63, 56, 43, 42, 31, 24, 17, 15, 9] with error 0.1142
MLE tableau: [43.54673029 43.51288572 43.46313596 43.41763055 43.35152358 20.73921018
 20.71470155 20.67842037 20.57576179] with error 0.0712
EYD tableau: [59, 54, 49, 38, 33, 24, 20, 13, 10] with error 0.1011
MLE tableau: [42.55152358 42.54673029 42.51288572 42.46313596 42.41763055 21.93921018
 21.91470155 21.87842037 21.77576179] with error 0.0657
EYD tableau: [62, 57, 46, 38, 29, 28, 19, 12, 9] with error 0.1111
MLE tableau: [41.11288572 41.07842037 41.06313596 41.01763055 40.95152358 40.94673029
 17.97576179 17.93921018 17.91470155] with error 0.0713
EYD tableau: [61, 49, 47, 42, 33, 26, 19, 15, 8] with error 0.0975
MLE tableau: [39.95152358 39.94673029 39.91288572 39.87842037 39.86313596 39.81763055
 23.57576179 23.51470155 13.53921018] with error 0.0574
EYD tableau: [54, 52, 43, 38, 33, 27, 24, 18, 11] with error 0.0577
MLE tableau: [33.41763055 33.37576179 33.35152358 33.34673029 33.33921018 33.31470155
 33.31288572 33.27842037 33.26313596] with error 0.1255
EYD tableau: [67, 56, 44, 39, 32, 25, 18, 12, 7] with error 0.1208
MLE tableau: [50.55152358 50.41763055 37.34673029 37.31288572 37.27842037 37.26313596
 20.91470155 14.53921018 14.37576179] with error 0.0637
EYD tableau: [70, 54, 44, 37, 27, 24, 19, 14, 11] with error 0.1211
MLE tableau: [61.01763055 40.51288572 40.46313596 40.35152358 23.57576179 23.54673029
 23.53921018 23.51470155 23.47842037] with error 0.0872
EYD tableau: [68, 49, 40, 38, 34, 28, 19, 14, 10] with error 0.0881
MLE tableau: [59.21763055 33.35152358 33.34673029 33.31470155 33.31288572 33.27842037
 33.26313596 20.53921018 20.37576179] with error 0.0866
EYD tableau: [67, 55, 43, 37, 27, 26, 22, 15, 8] with error 0.1111
MLE tableau: [52.81763055 52.75152358 30.27842037 30.26313596 30.17576179 30.14673029
 30.11470155 30.11288572 13.33921018] with error 0.0878
EYD tableau: [76, 58, 47, 33, 24, 23, 19, 13, 7] with error 0.1644
MLE tableau: [66.81763055 51.15152358 51.11288572 21.91470155 21.87842037 21.86313596
 21.77576179 21.74673029 21.73921018] with error 0.1453
EYD tableau: [62, 53, 51, 39, 32, 22, 20, 14, 7] with error 0.1175
MLE tableau: [43.86313596 43.81763055 43.75152358 43.74673029 43.71288572 23.11470155
 23.07842037 22.97576179 11.93921018] with error 0.061
EYD tableau: [65, 45, 42, 37, 31, 29, 21, 17, 13] with error 0.0677
MLE tableau: [55.01763055 30.71470155 30.71288572 30.67842037 30.66313596 30.57576179
 30.55152358 30.54673029 30.53921018] with error 0.1187
EYD tableau: [65, 54, 46, 39, 30, 25, 20, 15, 6] with error 0.1142
MLE tableau: [44.71288572 44.66313596 44.61763055 44.55152358 28.27842037 28.17576179
 28.14673029 28.11470155  8.73921018] with error 0.0603
EYD tableau: [69, 57, 45, 35, 27, 21, 19, 15, 12] with error 0.1311
MLE tableau: [53.21763055 53.15152358 48.91288572 24.17576179 24.14673029 24.13921018
 24.11470155 24.07842037 24.06313596] with error 0.1141
EYD tableau: [69, 47, 42, 37, 30, 28, 23, 14, 10] with error 0.0877
MLE tableau: [61.41763055 29.91470155 29.91288572 29.87842037 29.86313596 29.77576179
 29.75152358 29.74673029 29.73921018] with error 0.132
EYD tableau: [61, 50, 45, 39, 36, 32, 22, 11, 4] with error 0.0914
MLE tableau: [40.07842037 40.06313596 40.01763055 39.95152358 39.94673029 39.91470155
 39.91288572 14.17576179  5.93921018] with error 0.0964
EYD tableau: [60, 49, 42, 38, 32, 26, 22, 17, 14] with error 0.0644
MLE tableau: [33.41763055 33.37576179 33.35152358 33.34673029 33.33921018 33.31470155
 33.31288572 33.27842037 33.26313596] with error 0.1255
EYD tableau: [52, 51, 48, 37, 32, 30, 22, 16, 12] with error 0.0644
MLE tableau: [33.41763055 33.37576179 33.35152358 33.34673029 33.33921018 33.31470155
 33.31288572 33.27842037 33.26313596] with error 0.1255
EYD tableau: [62, 56, 49, 34, 31, 24, 18, 16, 10] with error 0.1177
MLE tableau: [49.41763055 49.35152358 49.31288572 25.37576179 25.34673029 25.33921018
 25.31470155 25.27842037 25.26313596] with error 0.0981
EYD tableau: [66, 55, 44, 37, 30, 22, 21, 14, 11] with error 0.1111
MLE tableau: [48.51288572 48.41763055 48.35152358 25.87842037 25.86313596 25.77576179
 25.74673029 25.73921018 25.71470155] with error 0.0918
EYD tableau: [70, 51, 43, 36, 30, 25, 21, 14, 10] with error 0.1077
MLE tableau: [62.41763055 32.47842037 32.46313596 32.35152358 32.34673029 32.31470155
 32.31288572 21.73921018 21.57576179] with error 0.0949
EYD tableau: [66, 51, 44, 37, 27, 24, 21, 19, 11] with error 0.0977
MLE tableau: [56.61763055 36.55152358 29.66313596 29.57576179 29.54673029 29.53921018
 29.51470155 29.51288572 29.47842037] with error 0.1136
EYD tableau: [66, 60, 44, 35, 32, 24, 17, 14, 8] with error 0.1277
MLE tableau: [55.61763055 55.55152358 33.27842037 33.26313596 33.14673029 33.11288572
 18.73921018 18.71470155 18.57576179] with error 0.0856
EYD tableau: [62, 55, 41, 38, 33, 27, 21, 14, 9] with error 0.0881
MLE tableau: [38.07842037 38.06313596 38.01763055 37.95152358 37.94673029 37.91470155
